critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
1.1672332286834717,-0.12334075570106506,1.14454984664917,-1.0605379343032837,1.5551016330718994,74.18138122558594,71.0908432006836,3.090542793273926,1.5990078449249268,0
2.1795618534088135,-65.71990203857422,3.2531042098999023,-67.2463607788086,0.5170935392379761,69.47142791748047,3.764533519744873,65.70689392089844,0.27167588472366333,20000
9.690666198730469,-88.42204284667969,0.6597059369087219,-90.6968765258789,0.5468140840530396,92.2400131225586,3.873551607131958,88.36646270751953,0.2596297860145569,40000
4.49181604385376,-97.33975982666016,-1.2930748462677002,-99.30758666992188,0.5025880932807922,101.19537353515625,3.8793303966522217,97.3160400390625,0.22163787484169006,60000
0.381699800491333,-101.48483276367188,-78.17041015625,-102.39645385742188,0.44395264983177185,104.75981903076172,3.270723342895508,101.48909759521484,0.21134740114212036,80000
3.0028154850006104,-101.68690490722656,-14.43409538269043,-103.03085327148438,0.4501849412918091,104.71373748779297,3.064762592315674,101.64897155761719,0.20045018196105957,100000
0.21897408366203308,-100.78974914550781,3.7732157707214355,-102.65626525878906,0.4702441692352295,103.70623779296875,2.9120047092437744,100.79423522949219,0.18661299347877502,120000
0.38505077362060547,-100.07691955566406,-1.875298023223877,-102.22782897949219,0.4764994978904724,103.00531005859375,2.934006690979004,100.07130432128906,0.1839410364627838,140000
0.912071943283081,-100.64028930664062,0.27016186714172363,-101.7580795288086,0.4200708270072937,103.58492279052734,2.9319655895233154,100.6529541015625,0.1889352798461914,160000
0.4935748875141144,-100.80096435546875,-66.5318832397461,-101.50685119628906,0.4263087213039398,103.91703033447266,3.108588695526123,100.80844116210938,0.20701637864112854,180000
0.06099235266447067,-99.96636962890625,1.1215405464172363,-101.18262481689453,0.43322163820266724,102.88532257080078,2.9079833030700684,99.97734069824219,0.2053048014640808,200000
0.05836888402700424,-100.57994079589844,-93.70293426513672,-100.93887329101562,0.43462634086608887,103.44903564453125,2.8784823417663574,100.570556640625,0.18100330233573914,220000
0.2691192030906677,-99.6761474609375,0.24115443229675293,-100.87417602539062,0.34984320402145386,102.63957977294922,2.9272122383117676,99.71236419677734,0.18109044432640076,240000
0.18614359200000763,-99.19499206542969,-0.2149837613105774,-100.75875854492188,0.521709680557251,102.14610290527344,2.919429063796997,99.22667694091797,0.1961211860179901,260000
0.3382064402103424,-99.3845443725586,-0.3418005406856537,-100.70012664794922,0.43643325567245483,101.98674011230469,2.6077122688293457,99.3790283203125,0.17220813035964966,280000
