lower/critic/q_loss,lower/critic/q_mean,lower/critic/q_max,lower/critic/q_min,lower/bc_actor/loss,lower/onestep_actor/total_loss,lower/onestep_actor/distill_loss,lower/onestep_actor/q_loss,lower/onestep_actor/mse,world_model/loss,world_model/synthetic_batch_size,world_model/mean_synthetic_weight,world_model/synthetic_uncertainty_weight_coef,world_model/using_synthetic,world_model/synthetic_ratio_used,world_model/current_synthetic_ratio,world_model/max_synthetic_ratio,world_model/warmup_gate_open,world_model/uncertainty_gate_open,world_model/warmup_steps_remaining,world_model/synthetic_start_uncertainty_threshold,world_model/td_error_ema,world_model/acceptance_rate,world_model/mean_uncertainty,world_model/accepted_mean_uncertainty,step
1.0761749744415283,0.27135831117630005,1.0210113525390625,-0.5198615789413452,1.6212643384933472,107.5845718383789,104.69147491455078,2.8930957317352295,1.592813491821289,1.2274540662765503,0,0.0,2.0,0.0,0.05,0.05,0.25,0.0,0.0,20000,0.27,0.0,0.0,0.0,0.0,0
