critic/q_loss,critic/q1,z_critic/qz_loss,actor/bc_actor_loss,noise_actor/noise_actor_loss,alpha/alpha_loss,alpha/alpha,step
2.158797025680542,-75.06939697265625,0.7695966958999634,0.19374047219753265,74.77653503417969,-0.02013072930276394,0.05714989826083183,340000
2.905877113342285,-75.58489990234375,0.8716952204704285,0.1610061377286911,75.7857437133789,-0.033799320459365845,0.06213057413697243,360000
2.252657413482666,-81.79121398925781,1.1212515830993652,0.12097691744565964,81.92242431640625,-0.00746519397944212,0.057298075407743454,380000
1.8698391914367676,-82.6400146484375,1.08058500289917,0.1478116810321808,82.95951843261719,-0.007402424700558186,0.06042023003101349,400000
2.9292492866516113,-83.25941467285156,1.3090059757232666,0.1824706345796585,83.72103881835938,-0.051585569977760315,0.06041814386844635,420000
1.746764898300171,-77.97846221923828,1.110162377357483,0.16282302141189575,77.80265808105469,-0.029025165364146233,0.05889495834708214,440000
3.137470006942749,-88.20516204833984,1.2458078861236572,0.1538105607032776,88.51966857910156,-0.055353883653879166,0.06502961367368698,460000
3.751600980758667,-89.0164794921875,1.2005211114883423,0.15435515344142914,89.7613525390625,-0.061013370752334595,0.06487049907445908,480000
4.043392181396484,-85.825927734375,1.4582794904708862,0.16780786216259003,86.16555786132812,0.06847137212753296,0.06783824414014816,500000
,,,,,,,500499
,,,,,,,500999
,,,,,,,501499
,,,,,,,501964
,,,,,,,502464
,,,,,,,502964
,,,,,,,503311
,,,,,,,503371
,,,,,,,503871
,,,,,,,504371
,,,,,,,504871
,,,,,,,505371
,,,,,,,505871
,,,,,,,506356
,,,,,,,506856
,,,,,,,507356
,,,,,,,507856
,,,,,,,508356
,,,,,,,508856
,,,,,,,509356
,,,,,,,509856
,,,,,,,510356
,,,,,,,510856
,,,,,,,511356
,,,,,,,511856
,,,,,,,512356
,,,,,,,512856
,,,,,,,513356
,,,,,,,513856
,,,,,,,514317
,,,,,,,514817
,,,,,,,515317
,,,,,,,515482
,,,,,,,515679
,,,,,,,516179
,,,,,,,516300
,,,,,,,516800
,,,,,,,516903
,,,,,,,517403
,,,,,,,517903
,,,,,,,518403
,,,,,,,518903
,,,,,,,519187
,,,,,,,519687
,,,,,,,520187
,,,,,,,520687
,,,,,,,521187
,,,,,,,521687
,,,,,,,522187
,,,,,,,522687
,,,,,,,523187
,,,,,,,523276
,,,,,,,523776
,,,,,,,524276
,,,,,,,524584
,,,,,,,525084
,,,,,,,525584
,,,,,,,526084
,,,,,,,526584
,,,,,,,527084
,,,,,,,527584
,,,,,,,528084
,,,,,,,528584
,,,,,,,529084
,,,,,,,529584
,,,,,,,530084
,,,,,,,530584
,,,,,,,531084
,,,,,,,531584
,,,,,,,532084
,,,,,,,532584
,,,,,,,533084
,,,,,,,533584
,,,,,,,534084
,,,,,,,534584
,,,,,,,535084
,,,,,,,535584
,,,,,,,536084
,,,,,,,536584
,,,,,,,537084
,,,,,,,537584
,,,,,,,538084
,,,,,,,538584
,,,,,,,539084
,,,,,,,539584
,,,,,,,540084
,,,,,,,540584
,,,,,,,541084
,,,,,,,541584
,,,,,,,542084
,,,,,,,542584
,,,,,,,543084
,,,,,,,543584
,,,,,,,544084
,,,,,,,544584
,,,,,,,545084
,,,,,,,545584
,,,,,,,546084
,,,,,,,546584
,,,,,,,547084
,,,,,,,547584
,,,,,,,548084
,,,,,,,548584
,,,,,,,549084
,,,,,,,549584
,,,,,,,550084
,,,,,,,550584
,,,,,,,551084
,,,,,,,551584
,,,,,,,552084
,,,,,,,552584
,,,,,,,553084
,,,,,,,553584
,,,,,,,554084
,,,,,,,554584
,,,,,,,555084
,,,,,,,555584
,,,,,,,556084
,,,,,,,556584
,,,,,,,557084
,,,,,,,557584
,,,,,,,558084
,,,,,,,558584
,,,,,,,559084
,,,,,,,559584
,,,,,,,560084
,,,,,,,560584
,,,,,,,561084
,,,,,,,561129
,,,,,,,561629
,,,,,,,562129
,,,,,,,562629
,,,,,,,563129
,,,,,,,563629
,,,,,,,564129
,,,,,,,564629
,,,,,,,565129
,,,,,,,565629
,,,,,,,566129
,,,,,,,566629
,,,,,,,567129
,,,,,,,567629
,,,,,,,568129
,,,,,,,568629
,,,,,,,569129
,,,,,,,569629
,,,,,,,570129
,,,,,,,570629
,,,,,,,571129
,,,,,,,571629
,,,,,,,572129
,,,,,,,572629
,,,,,,,573129
,,,,,,,573629
,,,,,,,574129
,,,,,,,574629
,,,,,,,575129
,,,,,,,575629
,,,,,,,576129
,,,,,,,576629
,,,,,,,577129
,,,,,,,577629
,,,,,,,578129
,,,,,,,578629
,,,,,,,579129
,,,,,,,579629
,,,,,,,580129
,,,,,,,580629
,,,,,,,581129
,,,,,,,581629
,,,,,,,582129
,,,,,,,582629
,,,,,,,583129
,,,,,,,583629
,,,,,,,584129
,,,,,,,584629
,,,,,,,585129
,,,,,,,585629
,,,,,,,586129
,,,,,,,586629
,,,,,,,587129
,,,,,,,587629
,,,,,,,588129
,,,,,,,588629
,,,,,,,589129
,,,,,,,589629
,,,,,,,590129
,,,,,,,590629
,,,,,,,591129
,,,,,,,591629
,,,,,,,592129
,,,,,,,592629
,,,,,,,593129
,,,,,,,593629
,,,,,,,594129
,,,,,,,594629
,,,,,,,595129
,,,,,,,595629
,,,,,,,596129
,,,,,,,596629
,,,,,,,597129
,,,,,,,597629
,,,,,,,598129
,,,,,,,598629
,,,,,,,599129
,,,,,,,599629
