value/value_loss,value/v_mean,value/adv_mean,value/adv_max,value/adv_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,critic/target_q_mean,actor/loss,step
0.093501016497612,0.37862664461135864,-0.7177631258964539,0.9845343828201294,-1.4113925695419312,13.126922607421875,-0.17093989253044128,0.49818873405456543,-0.8668351769447327,-3.7457282543182373,1.5540885925292969,0
0.08099330216646194,-55.24786376953125,-0.2337457239627838,1.9470767974853516,-3.100770950317383,1.0988099575042725,-55.67347717285156,1.0518525838851929,-62.36840057373047,-55.66127395629883,0.5554991960525513,20000
0.15495753288269043,-62.90740966796875,-0.4120897650718689,2.695333480834961,-4.075948715209961,1.6697832345962524,-63.23624038696289,0.8062512874603271,-81.36444091796875,-63.25087356567383,0.510440468788147,40000
0.2404005527496338,-67.30229187011719,-0.3898090720176697,4.178672790527344,-3.839405059814453,1.004672646522522,-67.76879119873047,-0.026139140129089355,-86.355712890625,-67.6629638671875,0.4993273615837097,60000
0.3644726276397705,-68.97909545898438,-0.5069142580032349,8.153545379638672,-6.446250915527344,1.45224130153656,-69.60865783691406,-20.034849166870117,-88.66947937011719,-69.21844482421875,0.46742552518844604,80000
0.3326413929462433,-68.10235595703125,-0.41215014457702637,4.669075012207031,-5.236530303955078,1.3531203269958496,-68.45280456542969,-3.3259379863739014,-89.28468322753906,-68.27339172363281,0.476465106010437,100000
0.18442708253860474,-69.05743408203125,-0.3584325909614563,2.441619873046875,-4.500255584716797,1.4059216976165771,-69.397216796875,1.3570902347564697,-89.92670440673828,-69.29200744628906,0.44386929273605347,120000
0.15800124406814575,-69.76969909667969,-0.3935999572277069,2.757305145263672,-4.999088287353516,0.8602813482284546,-70.28807067871094,0.29325297474861145,-90.16152954101562,-69.92489624023438,0.4361684024333954,140000
0.18691900372505188,-70.81998443603516,-0.39619481563568115,1.9993705749511719,-5.420600891113281,1.3549413681030273,-71.34973907470703,0.44703203439712524,-90.46202850341797,-71.04867553710938,0.43607932329177856,160000
0.23253895342350006,-70.51156616210938,-0.4472198486328125,1.3905715942382812,-8.406688690185547,1.8486806154251099,-70.61529541015625,-13.025365829467773,-91.1103286743164,-70.82280731201172,0.4567156136035919,180000
0.09815932810306549,-72.48489379882812,-0.4261667728424072,1.6186027526855469,-4.276294708251953,0.6443140506744385,-72.89698791503906,0.8244951963424683,-91.59135437011719,-72.8807144165039,0.45349791646003723,200000
0.12453773617744446,-71.46566009521484,-0.4758662283420563,1.4733200073242188,-3.4653167724609375,0.8332538604736328,-71.8623046875,-10.281599998474121,-92.52670288085938,-71.7693099975586,0.4523150622844696,220000
0.09847421944141388,-71.92051696777344,-0.37745851278305054,0.804412841796875,-3.8784828186035156,0.7240280508995056,-72.21099853515625,0.9499490261077881,-93.1475830078125,-72.11988830566406,0.45359158515930176,240000
0.16213944554328918,-71.74430084228516,-0.2878847122192383,2.1351051330566406,-5.563507080078125,0.985460102558136,-72.1439208984375,-1.3965438604354858,-93.43534851074219,-71.90895080566406,0.48876136541366577,260000
0.133296400308609,-72.10834503173828,-0.43700990080833435,2.8398666381835938,-2.6951045989990234,1.0927484035491943,-72.73808288574219,-1.057861328125,-94.14126586914062,-72.2491683959961,0.4299202561378479,280000
0.13335692882537842,-72.58119201660156,-0.3256499469280243,1.5306129455566406,-3.7161483764648438,0.6994785666465759,-72.89578247070312,-7.562666893005371,-94.31398010253906,-72.79621887207031,0.4390031695365906,300000
