value/value_loss,value/v_mean,value/adv_mean,value/adv_max,value/adv_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,critic/target_q_mean,actor/loss,step
0.7092642784118652,-72.44758605957031,-1.919632911682129,2.2966232299804688,-22.428298950195312,6.189428806304932,-73.5075912475586,-4.482909679412842,-101.61246490478516,-74.33477783203125,0.18299192190170288,420000
0.5605181455612183,-71.71080017089844,-1.4150460958480835,6.045452117919922,-13.995071411132812,1.7718923091888428,-72.64108276367188,-8.737814903259277,-103.18254089355469,-72.758056640625,0.20559583604335785,440000
0.32156431674957275,-75.06533813476562,-1.5158509016036987,1.5704421997070312,-16.117942810058594,1.2484118938446045,-76.50570678710938,-15.615972518920898,-103.8951644897461,-76.09114837646484,0.20913325250148773,460000
0.5465829372406006,-74.04605102539062,-1.7542937994003296,1.45037841796875,-23.22570037841797,1.537447214126587,-75.81559753417969,0.8115764260292053,-103.30796813964844,-75.33370971679688,0.1708054542541504,480000
0.34474724531173706,-72.84556579589844,-1.3353506326675415,3.2524871826171875,-12.659503936767578,2.021869659423828,-73.75401306152344,-16.775020599365234,-101.57377624511719,-74.2142333984375,0.21896426379680634,500000
,,,,,,,,,,,500355
,,,,,,,,,,,500855
,,,,,,,,,,,501355
,,,,,,,,,,,501406
,,,,,,,,,,,501906
,,,,,,,,,,,502406
,,,,,,,,,,,502906
,,,,,,,,,,,503406
,,,,,,,,,,,503906
,,,,,,,,,,,504406
,,,,,,,,,,,504906
,,,,,,,,,,,505406
,,,,,,,,,,,505906
,,,,,,,,,,,506406
,,,,,,,,,,,506906
,,,,,,,,,,,507406
,,,,,,,,,,,507526
,,,,,,,,,,,508026
,,,,,,,,,,,508526
,,,,,,,,,,,508576
,,,,,,,,,,,509076
,,,,,,,,,,,509576
,,,,,,,,,,,510076
,,,,,,,,,,,510576
,,,,,,,,,,,511076
,,,,,,,,,,,511576
,,,,,,,,,,,512076
,,,,,,,,,,,512576
,,,,,,,,,,,512631
,,,,,,,,,,,513131
,,,,,,,,,,,513631
,,,,,,,,,,,514131
,,,,,,,,,,,514631
,,,,,,,,,,,514898
,,,,,,,,,,,515398
,,,,,,,,,,,515448
,,,,,,,,,,,515948
,,,,,,,,,,,516448
,,,,,,,,,,,516948
,,,,,,,,,,,517448
,,,,,,,,,,,517948
,,,,,,,,,,,517995
,,,,,,,,,,,518495
,,,,,,,,,,,518613
,,,,,,,,,,,519113
,,,,,,,,,,,519613
,,,,,,,,,,,520113
,,,,,,,,,,,520294
,,,,,,,,,,,520794
,,,,,,,,,,,521294
,,,,,,,,,,,521439
,,,,,,,,,,,521939
,,,,,,,,,,,522439
,,,,,,,,,,,522594
,,,,,,,,,,,522716
,,,,,,,,,,,523216
,,,,,,,,,,,523716
,,,,,,,,,,,524216
,,,,,,,,,,,524265
,,,,,,,,,,,524765
,,,,,,,,,,,525265
,,,,,,,,,,,525765
,,,,,,,,,,,525811
,,,,,,,,,,,526311
,,,,,,,,,,,526811
,,,,,,,,,,,526860
,,,,,,,,,,,527360
,,,,,,,,,,,527860
,,,,,,,,,,,528360
,,,,,,,,,,,528860
,,,,,,,,,,,528922
,,,,,,,,,,,528971
,,,,,,,,,,,529183
,,,,,,,,,,,529245
,,,,,,,,,,,529556
,,,,,,,,,,,530056
,,,,,,,,,,,530556
,,,,,,,,,,,531056
,,,,,,,,,,,531556
,,,,,,,,,,,531601
,,,,,,,,,,,531660
,,,,,,,,,,,532160
,,,,,,,,,,,532660
,,,,,,,,,,,532757
,,,,,,,,,,,533257
,,,,,,,,,,,533757
,,,,,,,,,,,534257
,,,,,,,,,,,534757
,,,,,,,,,,,534802
,,,,,,,,,,,535302
,,,,,,,,,,,535687
,,,,,,,,,,,536187
,,,,,,,,,,,536687
,,,,,,,,,,,536932
,,,,,,,,,,,537432
,,,,,,,,,,,537506
,,,,,,,,,,,538006
,,,,,,,,,,,538506
,,,,,,,,,,,539006
,,,,,,,,,,,539506
,,,,,,,,,,,540006
,,,,,,,,,,,540506
,,,,,,,,,,,540563
,,,,,,,,,,,541063
,,,,,,,,,,,541112
,,,,,,,,,,,541612
,,,,,,,,,,,542112
,,,,,,,,,,,542221
,,,,,,,,,,,542721
,,,,,,,,,,,542816
,,,,,,,,,,,543167
,,,,,,,,,,,543667
,,,,,,,,,,,544167
,,,,,,,,,,,544667
,,,,,,,,,,,545167
,,,,,,,,,,,545667
,,,,,,,,,,,545722
,,,,,,,,,,,546222
,,,,,,,,,,,546273
,,,,,,,,,,,546773
,,,,,,,,,,,547017
,,,,,,,,,,,547517
,,,,,,,,,,,548017
,,,,,,,,,,,548517
,,,,,,,,,,,548572
,,,,,,,,,,,549072
,,,,,,,,,,,549572
,,,,,,,,,,,550072
,,,,,,,,,,,550572
,,,,,,,,,,,551072
,,,,,,,,,,,551572
,,,,,,,,,,,552072
,,,,,,,,,,,552572
,,,,,,,,,,,553072
,,,,,,,,,,,553572
,,,,,,,,,,,554072
,,,,,,,,,,,554118
,,,,,,,,,,,554618
,,,,,,,,,,,555118
,,,,,,,,,,,555618
,,,,,,,,,,,556118
,,,,,,,,,,,556618
,,,,,,,,,,,557118
,,,,,,,,,,,557542
,,,,,,,,,,,557592
,,,,,,,,,,,558092
,,,,,,,,,,,558592
,,,,,,,,,,,558918
,,,,,,,,,,,559418
,,,,,,,,,,,559918
,,,,,,,,,,,560418
,,,,,,,,,,,560468
,,,,,,,,,,,560968
,,,,,,,,,,,561468
,,,,,,,,,,,561968
,,,,,,,,,,,562468
,,,,,,,,,,,562968
,,,,,,,,,,,563468
,,,,,,,,,,,563656
,,,,,,,,,,,564156
,,,,,,,,,,,564656
,,,,,,,,,,,565156
,,,,,,,,,,,565656
,,,,,,,,,,,566156
,,,,,,,,,,,566656
,,,,,,,,,,,566701
,,,,,,,,,,,567201
,,,,,,,,,,,567701
,,,,,,,,,,,568201
,,,,,,,,,,,568246
,,,,,,,,,,,568746
,,,,,,,,,,,569246
,,,,,,,,,,,569340
,,,,,,,,,,,569840
,,,,,,,,,,,569974
,,,,,,,,,,,570128
,,,,,,,,,,,570387
,,,,,,,,,,,570887
,,,,,,,,,,,571387
,,,,,,,,,,,571652
,,,,,,,,,,,572152
,,,,,,,,,,,572652
,,,,,,,,,,,572736
,,,,,,,,,,,573236
,,,,,,,,,,,573736
,,,,,,,,,,,574236
,,,,,,,,,,,574736
,,,,,,,,,,,575236
,,,,,,,,,,,575736
,,,,,,,,,,,575794
,,,,,,,,,,,575841
,,,,,,,,,,,576341
,,,,,,,,,,,576841
,,,,,,,,,,,577341
,,,,,,,,,,,577539
,,,,,,,,,,,578039
,,,,,,,,,,,578478
,,,,,,,,,,,578978
,,,,,,,,,,,579292
,,,,,,,,,,,579538
,,,,,,,,,,,580038
,,,,,,,,,,,580538
,,,,,,,,,,,580630
,,,,,,,,,,,581130
,,,,,,,,,,,581339
,,,,,,,,,,,581418
,,,,,,,,,,,581918
,,,,,,,,,,,582418
,,,,,,,,,,,582918
,,,,,,,,,,,583418
,,,,,,,,,,,583518
,,,,,,,,,,,584018
,,,,,,,,,,,584064
,,,,,,,,,,,584564
,,,,,,,,,,,585064
,,,,,,,,,,,585399
,,,,,,,,,,,585494
,,,,,,,,,,,585994
,,,,,,,,,,,586053
,,,,,,,,,,,586553
,,,,,,,,,,,587053
,,,,,,,,,,,587267
,,,,,,,,,,,587767
,,,,,,,,,,,588267
,,,,,,,,,,,588767
,,,,,,,,,,,588832
,,,,,,,,,,,589332
,,,,,,,,,,,589832
,,,,,,,,,,,590332
,,,,,,,,,,,590832
,,,,,,,,,,,591332
,,,,,,,,,,,591832
,,,,,,,,,,,592332
,,,,,,,,,,,592516
,,,,,,,,,,,593016
,,,,,,,,,,,593516
,,,,,,,,,,,594016
,,,,,,,,,,,594336
,,,,,,,,,,,594415
,,,,,,,,,,,594915
,,,,,,,,,,,595415
,,,,,,,,,,,595915
,,,,,,,,,,,596415
,,,,,,,,,,,596915
,,,,,,,,,,,597415
,,,,,,,,,,,597915
,,,,,,,,,,,598415
,,,,,,,,,,,598915
,,,,,,,,,,,598993
,,,,,,,,,,,599493
,,,,,,,,,,,599993
