critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
1.1672332286834717,-0.12334075570106506,1.14454984664917,-1.0605379343032837,1.5551016330718994,74.1815185546875,71.0908432006836,3.0906777381896973,1.5990078449249268,0
1.5714046955108643,-65.76266479492188,5.183592319488525,-67.40890502929688,0.5170935392379761,69.53411102294922,3.764925956726074,65.7691879272461,0.27169740200042725,20000
2.623788595199585,-88.49195861816406,1.5848301649093628,-90.67037200927734,0.5468140840530396,92.31769561767578,3.872176170349121,88.44551849365234,0.25972816348075867,40000
5.192531108856201,-97.1024398803711,-0.9007062315940857,-99.13218688964844,0.5025880932807922,100.86295318603516,3.8721396923065186,96.99081420898438,0.2216975837945938,60000
0.2091117948293686,-101.48468017578125,-79.52205657958984,-102.2717056274414,0.44395264983177185,104.78628540039062,3.2664477825164795,101.51983642578125,0.21149858832359314,80000
6.974550724029541,-101.64656829833984,-26.41109848022461,-102.86957550048828,0.43507280945777893,104.44432067871094,2.7844018936157227,101.65991973876953,0.1871548593044281,100000
0.3854166865348816,-100.69833374023438,2.3580145835876465,-102.77928924560547,0.4586900770664215,103.67792510986328,2.9299464225769043,100.74797821044922,0.19886597990989685,120000
0.31752753257751465,-100.20436096191406,-1.6229116916656494,-102.24102020263672,0.49684202671051025,103.43042755126953,3.223167657852173,100.20726013183594,0.19139540195465088,140000
1.088980793952942,-100.78028869628906,-0.17339280247688293,-101.88761138916016,0.4072888195514679,103.65219116210938,2.88543701171875,100.76675415039062,0.19896268844604492,160000
0.4956852197647095,-100.77570343017578,-86.660888671875,-101.44611358642578,0.4540345072746277,103.56806945800781,2.815199613571167,100.75286865234375,0.19260182976722717,180000
0.06897847354412079,-99.97074890136719,0.347915917634964,-101.18167877197266,0.44789034128189087,103.26091003417969,3.2795839309692383,99.9813232421875,0.1995285004377365,200000
0.07756518572568893,-100.58299255371094,-90.59339904785156,-101.02002716064453,0.47173330187797546,103.21003723144531,2.6570279598236084,100.55300903320312,0.1820448935031891,220000
2.249892234802246,-99.4757080078125,0.8568112850189209,-100.88497924804688,0.4358360767364502,102.855224609375,3.3595502376556396,99.49567413330078,0.18299371004104614,240000
0.3081058859825134,-99.13929748535156,0.5543127059936523,-100.7136001586914,0.439630925655365,101.74264526367188,2.5969197750091553,99.1457290649414,0.18983769416809082,260000
1.129654049873352,-99.33789825439453,-0.25702622532844543,-100.61595153808594,0.43202364444732666,102.34204864501953,2.9951517581939697,99.34689331054688,0.17368386685848236,280000
0.2228044718503952,-100.07244873046875,-85.05496215820312,-100.51473236083984,0.40332067012786865,102.3523941040039,2.3224120140075684,100.02998352050781,0.16894084215164185,300000
0.21894243359565735,-97.59336853027344,0.2903083562850952,-100.37227630615234,0.44876009225845337,100.16400146484375,2.538973093032837,97.62503051757812,0.1787668764591217,320000
0.16209760308265686,-99.50859832763672,1.015169382095337,-100.34105682373047,0.4409564435482025,101.98876953125,2.4846506118774414,99.50411987304688,0.1596195101737976,340000
0.0685514360666275,-99.70246887207031,-15.051322937011719,-100.39707946777344,0.4045425057411194,102.0116958618164,2.2916805744171143,99.72001647949219,0.14772513508796692,360000
0.18074512481689453,-99.09772491455078,-0.5128411650657654,-100.32034301757812,0.4227868318557739,101.84110260009766,2.724686861038208,99.11641693115234,0.17222705483436584,380000
0.19914910197257996,-98.63833618164062,-0.05343741178512573,-100.34095001220703,0.47469204664230347,101.54668426513672,2.8976964950561523,98.64898681640625,0.16992250084877014,400000
0.5695650577545166,-98.96671295166016,2.1355154514312744,-100.26742553710938,0.4199812114238739,101.54324340820312,2.582426071166992,98.9608154296875,0.17111408710479736,420000
0.7949389815330505,-99.75025939941406,-87.49406433105469,-100.23316192626953,0.4138338565826416,102.39105224609375,2.642789840698242,99.74826049804688,0.1596057265996933,440000
0.33304861187934875,-97.64346313476562,0.48129525780677795,-100.17085266113281,0.3913510739803314,100.16759490966797,2.484961986541748,97.68263244628906,0.15241116285324097,460000
