critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
4.037651538848877,0.43631669878959656,1.3492499589920044,-0.3774786591529846,1.3413456678390503,49.976234436035156,47.540828704833984,2.4354071617126465,1.3260536193847656,0
1.0917820930480957,-128.3155975341797,-73.5631103515625,-131.24319458007812,0.17735253274440765,128.82205200195312,0.4625513255596161,128.3594970703125,0.031271424144506454,20000
3.174215793609619,-148.97824096679688,-33.8289794921875,-175.8262939453125,0.1871870905160904,148.595947265625,1.4308723211288452,147.16506958007812,0.044089626520872116,40000
3.8009772300720215,-141.5308074951172,-37.35858154296875,-159.4669647216797,0.1750335544347763,141.5561981201172,1.1970845460891724,140.35911560058594,0.04477429389953613,60000
1.3381266593933105,-109.12548828125,-27.21791648864746,-139.33314514160156,0.19295953214168549,109.12805938720703,0.6401207447052002,108.4879379272461,0.03617824614048004,80000
1.1069403886795044,-132.04705810546875,-43.826595306396484,-150.3284912109375,0.19973139464855194,131.8289337158203,0.6114806532859802,131.2174530029297,0.038735825568437576,100000
2.970336675643921,-104.73465728759766,-17.395137786865234,-138.9734649658203,0.16000443696975708,103.8421401977539,1.0491183996200562,102.79302215576172,0.04149215295910835,120000
1.7213512659072876,-109.47038269042969,-33.160499572753906,-132.39682006835938,0.16610029339790344,109.19961547851562,0.6492411494255066,108.55037689208984,0.03379378840327263,140000
2.8166823387145996,-104.42019653320312,-24.074432373046875,-130.9786376953125,0.18034660816192627,103.64862060546875,0.9224843978881836,102.72613525390625,0.034764666110277176,160000
3.0790374279022217,-104.08419036865234,-13.46385669708252,-135.16636657714844,0.17134784162044525,103.51548767089844,1.0837748050689697,102.43170928955078,0.036170970648527145,180000
1.3186383247375488,-97.12411499023438,-9.335082054138184,-128.14825439453125,0.16685588657855988,96.79187774658203,0.7748730182647705,96.01700592041016,0.02846333384513855,200000
1.1372456550598145,-91.26878356933594,-11.101722717285156,-126.25007629394531,0.1372600644826889,90.858154296875,0.7454991340637207,90.11265563964844,0.030258968472480774,220000
0.9668070077896118,-97.15312194824219,-24.08864402770996,-126.6432113647461,0.13546423614025116,96.95428466796875,0.7305412888526917,96.22373962402344,0.029836947098374367,240000
1.0478193759918213,-97.58587646484375,-12.835884094238281,-142.8701934814453,0.20612843334674835,97.56013488769531,0.5774253606796265,96.98271179199219,0.03258421644568443,260000
1.6488234996795654,-91.93923950195312,-5.010508060455322,-158.5903778076172,0.16693389415740967,91.5400390625,0.7711511254310608,90.76889038085938,0.029149044305086136,280000
1.1380656957626343,-91.89534759521484,-3.86122989654541,-138.7535400390625,0.19394339621067047,91.5406723022461,0.9136556386947632,90.62701416015625,0.03945288434624672,300000
1.4935696125030518,-91.34342956542969,-11.88473892211914,-147.3702392578125,0.19141530990600586,90.81478881835938,0.6146724820137024,90.20011901855469,0.031185900792479515,320000
1.8130488395690918,-92.33047485351562,-15.134325981140137,-156.13795471191406,0.1561155915260315,92.1497573852539,0.8183184266090393,91.33143615722656,0.03502410650253296,340000
1.1403133869171143,-92.12445068359375,-15.871931076049805,-144.2567596435547,0.2077677696943283,91.81546020507812,0.7551817893981934,91.0602798461914,0.03230062127113342,360000
2.80686092376709,-94.06851196289062,-17.11827850341797,-153.06024169921875,0.14807701110839844,94.53165435791016,0.9676436185836792,93.56401062011719,0.030100906267762184,380000
1.6530640125274658,-93.16742706298828,-9.098156929016113,-149.3688507080078,0.1386612504720688,92.9626693725586,0.6039497256278992,92.35871887207031,0.029816124588251114,400000
1.635469675064087,-91.85055541992188,-11.9119873046875,-186.5804443359375,0.18039005994796753,91.48125457763672,0.6794534921646118,90.80180358886719,0.0361492745578289,420000
1.7700591087341309,-89.68051147460938,-12.969342231750488,-153.11212158203125,0.1520659178495407,89.45052337646484,0.6597338914871216,88.79078674316406,0.02922879159450531,440000
1.3224382400512695,-91.04832458496094,-15.190638542175293,-172.20156860351562,0.17733387649059296,90.62045288085938,0.6771768927574158,89.94327545166016,0.044825926423072815,460000
1.441096544265747,-92.1136245727539,2.285264253616333,-177.34344482421875,0.1925961971282959,91.61576080322266,0.5850167274475098,91.03074645996094,0.03569324314594269,480000
1.5329151153564453,-96.38762664794922,-22.242923736572266,-182.28253173828125,0.1694238930940628,96.20059967041016,0.6788462400436401,95.5217514038086,0.03102295659482479,500000
,,,,,,,,,500365
,,,,,,,,,500698
,,,,,,,,,501198
,,,,,,,,,501698
,,,,,,,,,502198
,,,,,,,,,502698
,,,,,,,,,503198
,,,,,,,,,503698
,,,,,,,,,504198
,,,,,,,,,504254
,,,,,,,,,504305
,,,,,,,,,504805
,,,,,,,,,504854
,,,,,,,,,505354
